tconst	titleType	primaryTitle	originalTitle	isAdult	startYear	endYear	runtimeMinutes	genres
tt0036013	movie	Honeymoon Lodge	Honeymoon Lodge	0	1943	\N	63	Comedy
tt0036014	movie	Hoosier Holiday	Hoosier Holiday	0	1943	\N	65	Comedy,Music,Romance
tt0036015	short	Hop and Go	Hop and Go	0	1943	\N	7	Animation,Comedy,Family
tt0036016	movie	Hoppy Serves a Writ	Hoppy Serves a Writ	0	1943	\N	67	Drama,Western
tt0036017	movie	Hostages	Hostages	0	1943	\N	88	Drama,War
tt0036018	movie	How to Fly the B-17 (Part 1, Ground Operations)	How to Fly the B-17 (Part 1, Ground Operations)	0	1943	\N	\N	Documentary
tt0036019	movie	How to Fly the B-17 (Part 2, Flight Operations)	How to Fly the B-17 (Part 2, Flight Operations)	0	1943	\N	\N	Documentary
tt0036020	movie	How to Fly the B-17 (Part 3, Emergency Operations)	How to Fly the B-17 (Part 3, Emergency Operations)	0	1943	\N	\N	Documentary
tt0036021	movie	How's About It?	How's About It?	0	1943	\N	61	Comedy,Music
tt0036022	movie	The Human Comedy	The Human Comedy	0	1943	\N	117	Comedy,Drama,Family
tt0036023	short	Hymn of the Nations	Hymn of the Nations	0	1944	\N	31	Documentary,Music,Short
tt0036024	short	I Can Hardly Wait	I Can Hardly Wait	0	1943	\N	19	Comedy,Short
tt0036025	movie	I Dood It	I Dood It	0	1943	\N	102	Comedy,Musical,Romance
tt0036026	movie	I Escaped from the Gestapo	I Escaped from the Gestapo	0	1943	\N	75	Crime,Drama,Mystery
tt0036027	movie	I Walked with a Zombie	I Walked with a Zombie	0	1943	\N	69	Drama,Fantasy,Horror
tt0036028	movie	I brist på bevis	I brist på bevis	0	1943	\N	98	Crime,Drama
tt0036029	movie	I dag gifter sig min man	I dag gifter sig min man	0	1943	\N	98	Comedy
tt0036030	movie	I mörkaste Småland	I mörkaste Småland	0	1943	\N	73	Comedy
tt0036031	movie	Ich vertraue Dir meine Frau an	Ich vertraue Dir meine Frau an	0	1943	\N	88	Comedy
tt0036032	movie	I'll Carry You on My Hands	Ich werde dich auf Händen tragen	0	1943	\N	85	\N
tt0036033	movie	Idaho	Idaho	0	1943	\N	70	Drama,Music,Western
tt0036034	movie	The Living Magoroku	Ikite iru Magoroku	0	1943	\N	89	Drama
tt0036035	short	Imagination	Imagination	0	1943	\N	8	Animation,Comedy,Musical
tt0036036	movie	Immensee	Immensee - Ein deutsches Volkslied	0	1943	\N	89	Drama
tt0036037	movie	Immortal Sergeant	Immortal Sergeant	0	1943	\N	91	Drama,Romance,War
tt0036038	movie	In Old Oklahoma	In Old Oklahoma	0	1943	\N	102	Drama,Western
tt0036039	movie	In cerca di felicità	In cerca di felicità	0	1944	\N	82	Comedy,Music
tt0036040	short	Ina Ray Hutton and Her Orchestra	Ina Ray Hutton and Her Orchestra	0	1943	\N	9	Music,Short
tt0036041	short	Inki and the Minah Bird	Inki and the Minah Bird	0	1943	\N	7	Animation,Comedy,Family
tt0036042	movie	Girls Boarding School	Internado para señoritas	0	1943	\N	94	Comedy,Drama
tt0036043	movie	The Invader	L'invasore	0	1949	\N	75	\N
tt0036044	movie	The Iron Major	The Iron Major	0	1943	\N	85	Biography,Drama,Romance
tt0036045	movie	Is Everybody Happy?	Is Everybody Happy?	0	1943	\N	73	Drama,Music,War
tt0036046	movie	Isle of Forgotten Sins	Isle of Forgotten Sins	0	1943	\N	82	Action,Adventure,Drama
tt0036047	movie	It Ain't Hay	It Ain't Hay	0	1943	\N	80	Comedy
tt0036048	movie	It Comes Up Love	It Comes Up Love	0	1943	\N	61	Comedy,Music,Romance
tt0036049	movie	It's a Great Life	It's a Great Life	0	1943	\N	68	Comedy,Family
tt0036050	short	An Itch in Time	An Itch in Time	0	1943	\N	8	Animation,Comedy,Family
tt0036051	movie	Jack London	Jack London	0	1943	\N	94	Adventure,Biography,War
tt0036052	short	Jack-Wabbit and the Beanstalk	Jack-Wabbit and the Beanstalk	0	1943	\N	7	Animation,Comedy,Family
tt0036053	movie	Jag dräpte	Jag dräpte	0	1943	\N	86	Drama
tt0036054	short	Recognition of the Japanese Zero Fighter	Recognition of the Japanese Zero Fighter	0	1943	\N	19	Documentary,History,Short
tt0036055	movie	Jitterbugs	Jitterbugs	0	1943	\N	75	Comedy,Musical
tt0036056	movie	Johann	Johann	0	1943	\N	75	Comedy
tt0036057	movie	Johnny Come Lately	Johnny Come Lately	0	1943	\N	97	Adventure,Drama,Romance
tt0036058	movie	Junge Adler	Junge Adler	0	1944	\N	107	Drama
tt0036059	movie	Die Jungfern vom Bischofsberg	Die Jungfern vom Bischofsberg	0	1943	\N	95	Comedy,Romance
tt0036060	short	Jungle Drums	Jungle Drums	0	1943	\N	8	Action,Adventure,Animation
tt0036061	movie	Junior Army	Junior Army	0	1942	\N	70	Action,Adventure,War
tt0036062	movie	Kajan går till sjöss	Kajan går till sjöss	0	1943	\N	98	Adventure,Comedy,Family
tt0036063	movie	Kalotaszegi madonna	Kalotaszegi madonna	0	1944	\N	85	Drama,Romance
tt0036064	movie	The Law	Kanoon	0	1943	\N	\N	\N
tt0036065	movie	The Kansan	The Kansan	0	1943	\N	79	Drama,Western
tt0036066	movie	Karneval der Liebe	Karneval der Liebe	0	1943	\N	96	Comedy,Musical,Romance
tt0036067	movie	Katariina ja Munkkiniemen kreivi	Katariina ja Munkkiniemen kreivi	0	1943	\N	110	Drama,Romance
tt0036068	movie	Katrina	Katrina	0	1943	\N	102	Drama
tt0036069	movie	Keep 'Em Slugging	Keep 'Em Slugging	0	1943	\N	66	Comedy
tt0036070	movie	Keinumorsian	Keinumorsian	0	1943	\N	86	Drama,Romance
tt0036071	movie	Kettesben	Kettesben	0	1943	\N	79	Comedy,Romance
tt0036072	movie	Die keusche Sünderin	Die keusche Sünderin	0	1944	\N	86	\N
tt0036073	movie	Kid Dynamite	Kid Dynamite	0	1943	\N	66	Comedy,Crime,Drama
tt0036074	movie	The Kid Rides Again	The Kid Rides Again	0	1943	\N	55	Drama,Western
tt0036075	movie	King of the Cowboys	King of the Cowboys	0	1943	\N	73	Drama,Music,Western
tt0036076	movie	Moscow Music Hall	Kinokontsert k 25-letiyu Krasnoy Armii	0	1946	\N	31	Music
tt0036077	movie	Kismet	Kismet	0	1943	\N	143	Drama
tt0036078	movie	Der kleine Grenzverkehr	Der kleine Grenzverkehr	0	1943	\N	83	Comedy,Romance
tt0036079	movie	Klondike Kate	Klondike Kate	0	1943	\N	64	Drama,Western
tt0036080	movie	Kohlhiesel's Daughters	Kohlhiesels Töchter	0	1943	\N	90	Comedy
tt0036081	movie	Kollege kommt gleich	Kollege kommt gleich	0	1943	\N	91	Comedy
tt0036082	movie	Konga Roja	Konga Roja	0	1943	\N	110	Adventure,Drama,Music
tt0036083	movie	Kotovsky	Kotovsky	0	1943	\N	72	Biography,Drama,History
tt0036084	movie	Kriminalassistent Bloch	Kriminalassistent Bloch	0	1943	\N	92	Crime,Drama
tt0036085	movie	Kungsgatan	Kungsgatan	0	1943	\N	96	Drama
tt0036086	movie	Kvinnor i fångenskap	Kvinnor i fångenskap	0	1943	\N	99	Drama
tt0036087	movie	Késö	Késö	0	1943	\N	90	Drama
tt0036088	movie	Kölcsönadott élet	Kölcsönadott élet	0	1943	\N	89	Drama,Romance,War
tt0036089	movie	Lache Bajazzo	Lache Bajazzo	0	1943	\N	87	Drama
tt0036090	movie	Tears of Blood	Lacrime di sangue	0	1944	\N	80	Drama
tt0036091	movie	Ladies' Day	Ladies' Day	0	1943	\N	62	Comedy,Romance,Sport
tt0036092	movie	A Lady Takes a Chance	A Lady Takes a Chance	0	1943	\N	86	Comedy,Romance,Western
tt0036093	movie	Lady from Chungking	Lady from Chungking	0	1942	\N	66	Drama,War
tt0036094	movie	Lady of Burlesque	Lady of Burlesque	0	1943	\N	91	Comedy,Horror,Music
tt0036095	movie	The Lamp Still Burns	The Lamp Still Burns	0	1943	\N	87	Drama,Romance
tt0036096	movie	Land of Hunted Men	Land of Hunted Men	0	1943	\N	58	Drama,Western
tt0036097	movie	Larceny with Music	Larceny with Music	0	1943	\N	64	Comedy,Music
tt0036098	movie	Lassie Come Home	Lassie Come Home	0	1943	\N	89	Adventure,Drama,Family
tt0036099	short	The Last Will and Testament of Tom Smith	The Last Will and Testament of Tom Smith	0	1943	\N	11	Drama,Short,War
tt0036100	movie	Laugh Your Blues Away	Laugh Your Blues Away	0	1942	\N	63	Comedy,Mystery,Romance
tt0036101	movie	The Law Rides Again	The Law Rides Again	0	1943	\N	58	Drama,Western
tt0036102	movie	Law of the Northwest	Law of the Northwest	0	1943	\N	57	Drama,Western
tt0036103	movie	Leather Burners	The Leather Burners	0	1943	\N	58	Drama,Western
tt0036104	movie	The Leopard Man	The Leopard Man	0	1943	\N	66	Film-Noir,Horror,Thriller
tt0036105	movie	Let's Face It	Let's Face It	0	1943	\N	76	Comedy,Musical,Romance
tt0036107	short	Letter to a Hero	Letter to a Hero	0	1943	\N	17	Short
tt0036108	movie	Lettere al sottotenente	Lettere al sottotenente	0	1945	\N	91	Comedy
tt0036109	short	León monumental	León monumental	0	1943	\N	10	Documentary,Short
tt0036110	movie	Liebesbriefe	Liebesbriefe	0	1944	\N	91	Comedy
tt0036111	movie	Liebespremiere	Liebespremiere	0	1943	\N	88	\N
tt0036112	movie	The Life and Death of Colonel Blimp	The Life and Death of Colonel Blimp	0	1943	\N	163	Drama,Romance,War
tt0036113	movie	Lille Napoleon	Lille Napoleon	0	1943	\N	96	Comedy
tt0036114	short	Little Miss Pinkerton	Little Miss Pinkerton	0	1943	\N	10	Comedy,Crime,Family
tt0036115	movie	Livet måste levas	Livet måste levas	0	1943	\N	84	\N
tt0036116	movie	Life in the Country	Livet på landet	0	1943	\N	106	Comedy,Musical
tt0036117	movie	La locandiera	La locandiera	0	1944	\N	71	Comedy
tt0036118	movie	The Lone Star Trail	The Lone Star Trail	0	1943	\N	58	Drama,Western
tt0036119	short	The Lonesome Mouse	The Lonesome Mouse	0	1943	\N	8	Animation,Comedy,Family
tt0036120	movie	Lost Angel	Lost Angel	0	1943	\N	91	Comedy,Drama,Romance
tt0036121	movie	A Lebanese at the University	Lubnani fel gamaa	0	1947	\N	\N	\N
tt0036122	short	Luces y peces	Luces y peces	0	1943	\N	11	Documentary,Short
tt0036123	movie	Macario Against Fantomas	Macario contro Zagomar	0	1944	\N	83	\N
tt0036124	movie	Machita	Machita	0	1944	\N	107	Drama
tt0036125	movie	The Mad Ghoul	The Mad Ghoul	0	1943	\N	65	Horror,Sci-Fi,Thriller
tt0036126	movie	Madame Curie	Madame Curie	0	1943	\N	124	Biography,Drama,Romance
tt0036128	short	Magic Bullets	Magic Bullets	0	1943	\N	31	Documentary,Short
tt0036129	movie	La maja del capote	La maja del capote	0	1944	\N	106	\N
tt0036130	movie	The Taming of the Shrew	Makrancos hölgy	0	1943	\N	70	Comedy
tt0036132	movie	Man from Music Mountain	Man from Music Mountain	0	1943	\N	71	Drama,Western
tt0036133	movie	The Man from the Rio Grande	The Man from the Rio Grande	0	1943	\N	55	Drama,Western
tt0036134	movie	The Man from Thunder River	The Man from Thunder River	0	1943	\N	57	Drama,Western
tt0036135	movie	The Man in Grey	The Man in Grey	0	1943	\N	90	Drama,History,Romance
tt0036136	movie	Man of Courage	Man of Courage	0	1943	\N	66	Drama
tt0036137	movie	Man rede mir nicht von Liebe	Man rede mir nicht von Liebe	0	1943	\N	92	\N
tt0036138	movie	Ein Mann mit Grundsätzen?	Ein Mann mit Grundsätzen?	0	1943	\N	93	Comedy
tt0036139	movie	The Mantrap	The Mantrap	0	1943	\N	57	Mystery
tt0036140	movie	Marchin' On	Marchin' On	0	1943	\N	\N	Comedy,Musical
tt0036141	short	Mardi Gras	Mardi Gras	0	1943	\N	19	Comedy,Music,Short
tt0036142	movie	Margin for Error	Margin for Error	0	1943	\N	74	Comedy,Drama,Romance
tt0036143	movie	Marinai senza stelle	Marinai senza stelle	0	1948	\N	69	Drama,War
tt0036144	movie	The Marines Come Thru	The Marines Come Thru	0	1938	\N	65	Action,Drama,War
tt0036145	movie	Marruecos	Marruecos	0	1943	\N	109	\N
tt0036146	movie	The Masked Marvel	The Masked Marvel	0	1943	\N	197	Action,Adventure,Drama
tt0036147	movie	Maskotti	Maskotti	0	1943	\N	84	Comedy,Music
tt0036148	movie	Il matrimonio segreto	Il matrimonio segreto	0	1943	\N	\N	\N
tt0036149	movie	The Meanest Man in the World	The Meanest Man in the World	0	1943	\N	57	Comedy
tt0036150	movie	En melodi om våren	En melodi om våren	0	1943	\N	95	Comedy,Romance
tt0036151	movie	Melody Parade	Melody Parade	0	1943	\N	73	Comedy
tt0036152	movie	The Memphis Belle: A Story of a Flying Fortress	The Memphis Belle: A Story of a Flying Fortress	0	1944	\N	45	Documentary,History,War
tt0036153	movie	Menekülö ember	Menekülö ember	0	1944	\N	80	\N
tt0036154	short	Meshes of the Afternoon	Meshes of the Afternoon	0	1943	\N	14	Fantasy,Mystery,Short
tt0036155	movie	Mexican Spitfire's Blessed Event	Mexican Spitfire's Blessed Event	0	1943	\N	63	Comedy
tt0036156	movie	Mexicanos al grito de guerra	Mexicanos al grito de guerra	0	1943	\N	101	Biography,Drama,Romance
tt0036157	movie	Mi enemigo y yo	Mi enemigo y yo	0	1944	\N	75	\N
tt0036158	movie	Mi vida en tus manos	Mi vida en tus manos	0	1943	\N	89	Drama,Romance
tt0036159	movie	Miehen kunnia	Miehen kunnia	0	1943	\N	91	Drama
tt0036160	movie	Millions Like Us	Millions Like Us	0	1943	\N	103	Drama,War
tt0036161	movie	Minesweeper	Minesweeper	0	1943	\N	67	Action,Adventure,Comedy
tt0036162	movie	Les misérables	Los miserables	0	1943	\N	103	Drama
tt0036163	movie	Miss London Ltd.	Miss London Ltd.	0	1943	\N	99	Comedy,Musical
tt0036164	movie	Miss V from Moscow	Miss V from Moscow	0	1942	\N	73	Action,Adventure,Drama
tt0036166	movie	Mission to Moscow	Mission to Moscow	0	1943	\N	124	Drama,History,War
tt0036167	movie	Mister Big	Mister Big	0	1943	\N	64	Comedy
tt0036168	movie	Misterio en la marisma	Misterio en la marisma	0	1943	\N	84	Mystery
tt0036169	movie	La moglie in castigo	La moglie in castigo	0	1943	\N	82	Comedy
tt0036170	movie	The Moon Is Down	The Moon Is Down	0	1943	\N	90	Drama,War
tt0036171	movie	Moonlight in Vermont	Moonlight in Vermont	0	1943	\N	62	Comedy,Drama,Music
tt0036172	movie	The More the Merrier	The More the Merrier	0	1943	\N	104	Comedy,Romance
tt0036173	movie	Moster fra Mols	Moster fra Mols	0	1943	\N	86	Comedy,Family
tt0036174	movie	Mr. Lucky	Mr. Lucky	0	1943	\N	100	Comedy,Crime,Romance
tt0036175	movie	Mr. Muggs Steps Out	Mr. Muggs Steps Out	0	1943	\N	63	Comedy,Romance
tt0036176	movie	Mug Town	Mug Town	0	1942	\N	60	Comedy,Drama
tt0036177	movie	The Life of Matsu the Untamed	Muhômatsu no isshô	0	1943	\N	100	Drama
tt0036178	movie	Woman Without a Soul	La mujer sin alma	0	1944	\N	129	Drama
tt0036179	short	Superman: The Mummy Strikes	The Mummy Strikes	0	1943	\N	8	Action,Adventure,Animation
tt0036180	movie	Murder in Times Square	Murder in Times Square	0	1943	\N	65	Crime,Mystery,Romance
tt0036181	movie	Murder on the Waterfront	Murder on the Waterfront	0	1943	\N	51	Drama,Mystery
tt0036182	movie	My Friend Flicka	My Friend Flicka	0	1943	\N	89	Action,Drama,Family
tt0036183	movie	My Kingdom for a Cook	My Kingdom for a Cook	0	1943	\N	81	Comedy,Romance
tt0036184	movie	My Learned Friend	My Learned Friend	0	1943	\N	74	Comedy,Thriller
tt0036185	movie	My Son, the Hero	My Son, the Hero	0	1943	\N	66	Comedy,Romance,Sport
tt0036186	short	My Tomato	My Tomato	0	1943	\N	8	Comedy,Short
tt0036187	movie	The Mysterious Doctor	The Mysterious Doctor	0	1943	\N	57	Horror,Mystery,Thriller
tt0036188	movie	Mystery Broadcast	Mystery Broadcast	0	1943	\N	63	Mystery
tt0036189	movie	The Mystery of the 13th Guest	The Mystery of the 13th Guest	0	1943	\N	60	Crime,Mystery,Romance
tt0036190	movie	My Memories of Mexico	México de mis recuerdos	0	1944	\N	91	Comedy,Drama,Musical
tt0036191	movie	The Adventures of Baron Munchausen	Münchhausen	0	1943	\N	110	Adventure,Comedy,Fantasy
tt0036192	movie	Namaste	Namaste	0	1943	\N	\N	\N
tt0036193	movie	Naná	Naná	0	1944	\N	87	Drama
tt0036194	movie	The People's Avengers	Narodnye mstiteli	0	1943	\N	55	Documentary,War
tt0036195	movie	Nasceu um Menino	Nasceu um Menino	0	1943	\N	\N	Documentary
tt0036196	movie	Nasreddin in Bukhara	Nasreddin v Bukhare	0	1943	\N	80	Comedy,Fantasy,Romance
tt0036197	movie	Night in the Harbor	Natt i hamn	0	1943	\N	73	Drama
tt0036198	movie	Nearly Eighteen	Nearly Eighteen	0	1943	\N	61	Comedy,Music,Romance
tt0036199	movie	Responsibility Comes Back	Nessuno torna indietro	0	1945	\N	95	Comedy
tt0036200	movie	Never a Dull Moment	Never a Dull Moment	0	1943	\N	60	Action,Comedy,Music
tt0036201	movie	The Night Invader	The Night Invader	0	1943	\N	81	Drama,Thriller
tt0036202	movie	A Night for Crime	A Night for Crime	0	1943	\N	68	Mystery
tt0036203	movie	A Night to Remember	A Night to Remember	0	1942	\N	91	Comedy,Crime,Mystery
tt0036204	movie	Nine Men	Nine Men	0	1943	\N	68	Drama,War
tt0036205	movie	La niña está loca	La niña está loca	0	1943	\N	93	\N
tt0036206	short	No News Is Good News	No News Is Good News	0	1943	\N	10	Comedy,Short
tt0036207	movie	No Place for a Lady	No Place for a Lady	0	1943	\N	66	Comedy,Crime,Drama
tt0036208	movie	No Time for Love	No Time for Love	0	1943	\N	83	Comedy,Romance
tt0036209	short	No la hagas y no la temas	No la hagas y no la temas	0	1943	\N	\N	Animation,Short
tt0036210	movie	O noapte furtunoasa	O noapte furtunoasa	0	1943	\N	66	Comedy
tt0036211	movie	Nobody's Darling	Nobody's Darling	0	1943	\N	71	Comedy,Drama,Musical
tt0036212	short	Noche de reyes	Noche de reyes	0	1943	\N	\N	Animation,Short
tt0036213	movie	Noche fantástica	Noche fantástica	0	1943	\N	76	\N
tt0036214	movie	Non canto più	Non canto più	0	1945	\N	76	Comedy
tt0036215	movie	I Do Not Move	Non mi muovo!	0	1943	\N	75	Comedy
tt0036216	movie	Non sono superstizioso... ma!	Non sono superstizioso... ma!	0	1943	\N	82	Comedy
tt0036217	movie	The North Star	The North Star	0	1943	\N	108	Drama,Romance,War
tt0036218	movie	Northern Pursuit	Northern Pursuit	0	1943	\N	93	Adventure,Drama,Romance
tt0036219	movie	Our Dreams	I nostri sogni	0	1943	\N	83	Comedy
tt0036220	movie	Novgorodtsy	Novgorodtsy	0	1943	\N	67	Musical,War
tt0036221	movie	Novye pokhozhdeniya Shveyka	Novye pokhozhdeniya Shveyka	0	1943	\N	66	Comedy
tt0036222	movie	Nuoria ihmisiä	Nuoria ihmisiä	0	1943	\N	73	Comedy
tt0036223	movie	Den nye lægen	Den nye lægen	0	1943	\N	93	\N
tt0036224	movie	Nászinduló	Nászinduló	0	1944	\N	101	Drama
tt0036225	movie	När ungdomen vaknar	När ungdomen vaknar	0	1943	\N	89	Drama
tt0036226	movie	O, My Darling Clementine	O, My Darling Clementine	0	1943	\N	68	Comedy,Music
tt0036227	movie	Der Ochsenkrieg	Der Ochsenkrieg	0	1943	\N	95	\N
tt0036228	movie	Ojos negros	Ojos negros	0	1943	\N	90	Drama,Romance
tt0036229	short	Oklahoma Outlaws	Oklahoma Outlaws	0	1943	\N	20	Short,Western
tt0036230	movie	Old Acquaintance	Old Acquaintance	0	1943	\N	110	Drama,Romance
tt0036231	short	The Old Army Game	The Old Army Game	0	1943	\N	6	Animation,Comedy,Family
tt0036232	movie	The Old Chisholm Trail	The Old Chisholm Trail	0	1942	\N	61	Drama,Western
tt0036233	movie	Old Mother Riley Detective	Old Mother Riley Detective	0	1943	\N	80	Comedy
tt0036234	movie	Old Mother Riley Overseas	Old Mother Riley Overseas	0	1943	\N	80	Comedy
tt0036235	movie	Ombyte av tåg: En allvarlig komedi	Ombyte av tåg: En allvarlig komedi	0	1943	\N	92	Comedy,Drama,Romance
tt0036236	movie	No Greater Love	Ona zashchishchaet rodinu	0	1943	\N	74	Drama,War
tt0036237	movie	One Dangerous Night	One Dangerous Night	0	1942	\N	77	Adventure,Crime,Drama
tt0036238	short	One Ham's Family	One Ham's Family	0	1943	\N	8	Animation,Comedy,Family
tt0036239	movie	Ordet	Ordet	0	1943	\N	108	Drama
tt0036240	movie	Orosia	Orosia	0	1943	\N	77	Drama
tt0036241	movie	The Outlaw	The Outlaw	0	1943	\N	116	Action,Adventure,Drama
tt0036242	movie	Outlaws of Stampede Pass	Outlaws of Stampede Pass	0	1943	\N	58	Drama,Western
tt0036243	movie	Overland Mail Robbery	Overland Mail Robbery	0	1943	\N	56	Drama,Western
tt0036244	movie	The Ox-Bow Incident	The Ox-Bow Incident	0	1943	\N	75	Drama,Western
tt0036245	short	P-38 Flight Characteristics	P-38 Flight Characteristics	0	1943	\N	35	Documentary,Short
tt0036246	movie	Paapi	Paapi	0	1943	\N	\N	\N
tt0036247	movie	Padre nuestro	Padre nuestro	0	1953	\N	89	Drama,Family
tt0036248	movie	Paese senza pace	Paese senza pace	0	1946	\N	80	Drama
tt0036249	movie	Paracelsus	Paracelsus	0	1943	\N	104	Biography,Drama
tt0036250	movie	Pardon My Gun	Pardon My Gun	0	1942	\N	56	Drama,Western
tt0036251	movie	Paris After Dark	Paris After Dark	0	1943	\N	85	Drama,War
tt0036252	movie	I Was a Criminal	I Was a Criminal	0	1945	\N	71	Drama
tt0036253	movie	Passport to Suez	Passport to Suez	0	1943	\N	72	Comedy,Crime,Drama
tt0036254	movie	La patria chica	La patria chica	0	1943	\N	88	Drama,Musical
tt0036255	movie	The Pay Off	The Pay Off	0	1942	\N	74	Action,Crime,Drama
tt0036256	short	Pedro	Pedro	0	1942	\N	7	Animation,Family,Short
tt0036257	short	The People's Land	The People's Land	0	1943	\N	11	Documentary,Short
tt0036258	movie	Peterle	Peterle	0	1943	\N	79	Comedy
tt0036259	movie	Petticoat Larceny	Petticoat Larceny	0	1943	\N	61	Comedy,Crime,Music
tt0036260	movie	Phantom Lady	Phantom Lady	0	1944	\N	87	Crime,Drama,Film-Noir
tt0036261	movie	Phantom of the Opera	Phantom of the Opera	0	1943	\N	92	Drama,Horror,Music
tt0036262	movie	The Phantom	The Phantom	0	1943	\N	299	Action,Adventure,Drama
tt0036263	short	Phony Express	Phony Express	0	1943	\N	17	Comedy,Short,Western
tt0036264	short	Pigs in a Polka	Pigs in a Polka	0	1943	\N	8	Adventure,Animation,Comedy
tt0036265	movie	Pilot #5	Pilot #5	0	1943	\N	71	Drama,Romance,War
tt0036266	movie	Pistol Packin' Mama	Pistol Packin' Mama	0	1943	\N	64	Drama
tt0036267	short	Pituco, fumador	Pituco, fumador	0	1943	\N	\N	Animation,Short
tt0036268	short	Plan for Destruction	Plan for Destruction	0	1943	\N	22	Drama,History,Short
tt0036269	short	Pluto and the Armadillo	Pluto and the Armadillo	0	1943	\N	7	Animation,Comedy,Family
tt0036270	short	Popular Science J-2-6	Popular Science J-2-6	0	1943	\N	10	Documentary,Short,Sport
tt0036271	short	Porky Pig's Feat	Porky Pig's Feat	0	1943	\N	9	Adventure,Animation,Comedy
tt0036272	movie	Power of the Press	Power of the Press	0	1943	\N	64	Crime,Drama,Mystery
tt0036273	movie	El pozo de los enamorados	El pozo de los enamorados	0	1945	\N	76	\N
tt0036274	movie	Prairie Chickens	Prairie Chickens	0	1943	\N	48	Comedy,Western
tt0036275	movie	Presenting Lily Mars	Presenting Lily Mars	0	1943	\N	104	Comedy,Drama,Musical
tt0036276	movie	La prigione	La prigione	0	1944	\N	81	Drama
tt0036277	movie	Princess O'Rourke	Princess O'Rourke	0	1943	\N	94	Comedy,Romance
tt0036278	short	Private Pluto	Private Pluto	0	1943	\N	7	Animation,Comedy,Family
tt0036279	short	Spies	Spies	0	1943	\N	4	Animation,Comedy,Short
tt0036280	movie	Prästen som slog knockout	Prästen som slog knockout	0	1943	\N	86	Comedy,Drama,Sport
tt0036281	movie	The Purple V	The Purple V	0	1943	\N	58	Drama,War
tt0036282	short	Puss n' Booty	Puss n' Booty	0	1943	\N	7	Animation,Comedy,Family
tt0036283	movie	På liv och död	På liv och död	0	1943	\N	94	Drama
tt0036284	movie	In High Places	Quartieri alti	0	1945	\N	82	Comedy
tt0036285	movie	4 ragazze sognano	4 ragazze sognano	0	1943	\N	66	\N
tt0036286	short	Quinito y su granja modelo	Quinito y su granja modelo	0	1943	\N	\N	Animation,Short
tt0036287	movie	The Racket Man	The Racket Man	0	1944	\N	65	Crime,Drama
tt0036288	movie	Ragaszkodom a szerelemhez	Ragaszkodom a szerelemhez	0	1943	\N	87	Comedy
tt0036289	movie	Raiders of Red Gap	Raiders of Red Gap	0	1943	\N	57	Drama,Western
tt0036290	movie	Raiders of San Joaquin	Raiders of San Joaquin	0	1943	\N	59	Drama,Western
tt0036291	movie	Raiders of Sunset Pass	Raiders of Sunset Pass	0	1943	\N	57	Western
tt0036292	movie	The Rangers Take Over	The Rangers Take Over	0	1942	\N	60	Drama,Western
tt0036293	short	The Rear Gunner	The Rear Gunner	0	1943	\N	26	Drama,Short,War
tt0036294	short	Reason and Emotion	Reason and Emotion	0	1943	\N	8	Animation,Comedy,Family
tt0036295	short	Red Hot Riding Hood	Red Hot Riding Hood	0	1943	\N	7	Adventure,Animation,Comedy
tt0036296	movie	Red River Robin Hood	Red River Robin Hood	0	1942	\N	57	Drama,Western
tt0036297	movie	Redhead from Manhattan	Redhead from Manhattan	0	1943	\N	64	Comedy
tt0036298	movie	Reise in die Vergangenheit	Reise in die Vergangenheit	0	1943	\N	81	Comedy,Drama,Musical
tt0036299	movie	Reisebekanntschaft	Reisebekanntschaft	0	1943	\N	85	Comedy
tt0036300	movie	The Renegade	The Renegade	0	1943	\N	58	Drama,Western
tt0036301	movie	Report from the Aleutians	Report from the Aleutians	0	1943	\N	47	Documentary,History,War
tt0036302	short	Resistance and Ohm's Law	Resistance and Ohm's Law	0	1943	\N	\N	Documentary,Short
tt0036303	movie	Resurrección	Resurrección	0	1943	\N	88	Drama,Romance
tt0036304	movie	Resurrezione	Resurrezione	0	1944	\N	90	Drama
tt0036305	movie	Return of the Rangers	Return of the Rangers	0	1943	\N	60	Drama,Western
tt0036306	movie	Reveille with Beverly	Reveille with Beverly	0	1943	\N	78	Comedy,Musical,Romance
tt0036307	movie	Revenge of the Zombies	Revenge of the Zombies	0	1943	\N	61	Drama,Horror,Thriller
tt0036308	short	El rey aburrido	El rey aburrido	0	1943	\N	\N	Animation,Short
tt0036309	movie	Rhythm Parade	Rhythm Parade	0	1942	\N	68	Comedy,Musical,Romance
tt0036310	movie	Rhythm Serenade	Rhythm Serenade	0	1943	\N	87	Drama,Musical,Romance
tt0036311	movie	Rhythm of the Islands	Rhythm of the Islands	0	1943	\N	60	Adventure,Comedy,Music
tt0036312	movie	Riders of the Rio Grande	Riders of the Rio Grande	0	1943	\N	55	Western
tt0036313	movie	Riding High	Riding High	0	1943	\N	88	Comedy
tt0036314	short	Rivilotta	Rivilotta	0	1943	\N	37	Documentary,Short,War
tt0036315	movie	Robin Hood of the Range	Robin Hood of the Range	0	1943	\N	54	Drama,Western
tt0036316	movie	Romance in a Minor Key	Romanze in Moll	0	1943	\N	98	Drama,Romance
tt0036317	movie	Rookies in Burma	Rookies in Burma	0	1943	\N	62	Comedy,War
